marca_filtro,modelo_filtro,brand,model,version,discount_pct,price_main_text,price_main,price_lista,bono_marca,bono_financiamiento,consumo_urbano,traccion,pasajeros,url_modelo
GWM,nueva-poer,GWM,Nueva Poer,2.0T Diésel 4x4 Elite,11.5,$22.955.100*,22955100,25930100,2023000,952000,,,,https://www.dercocenter.cl/auto/great-wall/nueva-poer
GWM,nueva-poer,GWM,Nueva Poer,2.0T Diésel 4x4 Deluxe,10.7,$23.907.100*,23907100,26763100,1904000,952000,,,,https://www.dercocenter.cl/auto/great-wall/nueva-poer
GWM,nuevo-haval-h6,GWM,Nuevo Haval H6,PHEV DELUXE 2WD,14.1,$27.490.000*,27490000,31990000,,1200000,,,,https://www.dercocenter.cl/auto/great-wall/nuevo-haval-h6
GWM,nuevo-haval-h6,GWM,Nuevo Haval H6,PHEV DELUXE 4WD,13.2,$29.490.000*,29490000,33990000,,1200000,,,,https://www.dercocenter.cl/auto/great-wall/nuevo-haval-h6
GWM,nuevo-haval-h6,GWM,Nuevo Haval H6,ELITE 2WD,14.0,$19.690.000*,19690000,22890000,2000000,1200000,,2WD,,https://www.dercocenter.cl/auto/great-wall/nuevo-haval-h6
GWM,nuevo-haval-h6,GWM,Nuevo Haval H6,DELUXE 2WD,12.7,$22.090.000*,22090000,25290000,2000000,1200000,,2WD,,https://www.dercocenter.cl/auto/great-wall/nuevo-haval-h6
GWM,nuevo-haval-h6,GWM,Nuevo Haval H6,DELUXE 4WD,11.9,$22.990.000*,22990000,26090000,1900000,1200000,,4WD,,https://www.dercocenter.cl/auto/great-wall/nuevo-haval-h6
GWM,nueva-wingle-7,GWM,Nueva Wingle 7,Gasolina 4x2 Deluxe,16.3,$14.625.100*,14625100,17481100,2142000,714000,,,,https://www.dercocenter.cl/auto/great-wall/nueva-wingle-7
GWM,nueva-wingle-7,GWM,Nueva Wingle 7,Gasolina 4x4 Deluxe,15.2,$16.648.100*,16648100,19623100,2261000,714000,,,,https://www.dercocenter.cl/auto/great-wall/nueva-wingle-7
GWM,nueva-wingle-7,GWM,Nueva Wingle 7,Diésel 4x2 Deluxe,19.5,$17.243.100*,17243100,21408100,3213000,952000,,,,https://www.dercocenter.cl/auto/great-wall/nueva-wingle-7
GWM,nueva-wingle-7,GWM,Nueva Wingle 7,Diésel 4x4 Deluxe,18.0,$19.028.100*,19028100,23193100,3213000,952000,,,,https://www.dercocenter.cl/auto/great-wall/nueva-wingle-7
GWM,nueva-poer-p500,GWM,Nueva Poer P500,PHEV 4WD Deluxe,10.6,$49.968.100*,49968100,55918100,3570000,2380000,,,,https://www.dercocenter.cl/auto/great-wall/nueva-poer-p500
GWM,nuevo-tank-300,GWM,Nuevo Tank 300,4WD LIMITED,10.5,$29.990.000*,29990000,33490000,2000000,1500000,,,,https://www.dercocenter.cl/auto/great-wall/nuevo-tank-300
Renault,nuevo-duster,Renault,Nuevo Duster,ZEN 1.6 4X2 MT,27.1,$13.990.000*,13990000,19190000,4000000,1200000,11.2,,,https://www.dercocenter.cl/auto/renault/nuevo-duster
Renault,nuevo-duster,Renault,Nuevo Duster,INTENS 1.6 MT 4X2,28.5,$14.790.000*,14790000,20690000,4700000,1200000,,,,https://www.dercocenter.cl/auto/renault/nuevo-duster
Renault,nuevo-duster,Renault,Nuevo Duster,INTENS 1.6 CVT 4X2,27.7,$15.690.000*,15690000,21690000,4800000,1200000,11.2,,,https://www.dercocenter.cl/auto/renault/nuevo-duster
Renault,nuevo-kwid-e-tech,Renault,Nuevo Kwid E-Tech,KWID E-TECH INTENS,21.8,$13.290.000*,13290000,16990000,2700000,1000000,,,,https://www.dercocenter.cl/auto/renault/nuevo-kwid-e-tech
Renault,nuevo-renault-arkana,Renault,Nuevo Renault Arkana,ARKANA 1.3 4X2 AT INTENS MHEV,24.4,$22.990.000*,22990000,30390000,5600000,1800000,,,,https://www.dercocenter.cl/auto/renault/nuevo-renault-arkana
Renault,nuevo-renault-arkana,Renault,Nuevo Renault Arkana,ARKANA 1.3 4X2 AT INTENS ALPINE MHEV,16.4,$27.490.000*,27490000,32890000,3600000,1800000,,,,https://www.dercocenter.cl/auto/renault/nuevo-renault-arkana
Renault,nuevo-koleos,Renault,Nuevo Koleos,Nuevo Koleos Techno,15.7,$29.490.000*,29490000,34990000,3000000,2500000,,,,https://www.dercocenter.cl/auto/renault/nuevo-koleos
Renault,nuevo-koleos,Renault,Nuevo Koleos,Nuevo Koleos Full hybrid,12.6,$37.990.000*,37990000,43490000,3500000,2000000,,,,https://www.dercocenter.cl/auto/renault/nuevo-koleos
Renault,nueva-master,Renault,NUEVA MASTER,MASTER IV 2.3 DSL L2 FURGON MT,11.8,$35.688.100*,35688100,40448100,2380000,2380000,,,,https://www.dercocenter.cl/auto/renault/nueva-master
Renault,nueva-master,Renault,NUEVA MASTER,MASTER IV 2.3 DSL L3 FURGON MT,11.4,$37.116.100*,37116100,41876100,2380000,2380000,,,,https://www.dercocenter.cl/auto/renault/nueva-master
Renault,nueva-master,Renault,NUEVA MASTER,Nueva Master Pasajero,9.4,$45.803.100*,45803100,50563100,2380000,2380000,,,,https://www.dercocenter.cl/auto/renault/nueva-master
Changan,cs15,Changan,CS15,Comfort,15.2,$9.490.000*,9490000,11190000,900000,800000,11.2,Delantera,5,https://www.dercocenter.cl/auto/changan/cs15
Changan,md201-pick-up,Changan,MD201 Pick Up,Con Aire Con Dirección,14.9,$8.139.600*,8139600,9567600,833000,595000,,Trasera 2WD,2,https://www.dercocenter.cl/auto/changan/md201-pick-up
Changan,md201-cargo-box,Changan,MD201 Cargo Box,Sin Aire con Dirección y Puerta Lateral,11.8,$8.853.600*,8853600,10043600,714000,476000,,Trasera 2WD,2,https://www.dercocenter.cl/auto/changan/md201-cargo-box
Changan,ms201-pick-up,Changan,MS201 Pick Up,Sin Aire Con Dirección,11.7,$8.556.100*,8556100,9686600,535500,595000,,Trasera 2WD,5,https://www.dercocenter.cl/auto/changan/ms201-pick-up
Changan,ms201-pick-up,Changan,MS201 Pick Up,Con Aire Con Dirección,13.7,$9.032.100*,9032100,10460100,773500,654500,,Trasera 2WD,5,https://www.dercocenter.cl/auto/changan/ms201-pick-up
Changan,new-cs15,Changan,New CS15,Luxury MT,21.0,$9.790.000*,9790000,12390000,1800000,800000,,Si (TCS),5,https://www.dercocenter.cl/auto/changan/new-cs15
Changan,new-cs15,Changan,New CS15,Elite MT,20.9,$10.190.000*,10190000,12890000,1800000,900000,,Si (TCS),5,https://www.dercocenter.cl/auto/changan/new-cs15
Changan,hunter,Changan,Hunter,2.0T 2026 4X2 Comfort MT,18.7,$16.990.000*,16990000,20890000,2500000,1400000,,4X2,5,https://www.dercocenter.cl/auto/changan/hunter
Changan,hunter,Changan,Hunter,2.0T 2026 4X2 Luxury MT,21.6,$17.790.000*,17790000,22690000,3700000,1200000,,4X2,5,https://www.dercocenter.cl/auto/changan/hunter
Changan,hunter,Changan,Hunter,2.0T 2026 4X4 Comfort MT,23.3,$18.390.000*,18390000,23990000,4100000,1500000,,4x4,5,https://www.dercocenter.cl/auto/changan/hunter
Changan,hunter,Changan,Hunter,2.0T 2026 4X4 Elite Sport MT,17.3,$21.090.000*,21090000,25490000,2900000,1500000,,4x4,5,https://www.dercocenter.cl/auto/changan/hunter
Changan,alsvin,Changan,Alsvin,Comfort MT,14.3,$8.990.000*,8990000,10490000,900000,600000,12.2,,,https://www.dercocenter.cl/auto/changan/alsvin
Changan,alsvin,Changan,Alsvin,Luxury MT,14.7,$9.290.000*,9290000,10890000,900000,700000,12.2,,,https://www.dercocenter.cl/auto/changan/alsvin
Changan,alsvin,Changan,Alsvin,Elite AT,16.5,$10.590.000*,10590000,12690000,1400000,700000,10.7,,,https://www.dercocenter.cl/auto/changan/alsvin
Changan,cs35-plus,Changan,CS35 Plus,New CS35 Plus Comfort AT,24.3,$12.790.000*,12790000,16890000,3300000,800000,,,,https://www.dercocenter.cl/auto/changan/cs35-plus
Changan,cs35-plus,Changan,CS35 Plus,New CS35 Plus Luxury AT,22.7,$13.590.000*,13590000,17590000,3200000,800000,,,,https://www.dercocenter.cl/auto/changan/cs35-plus
Changan,cs35-plus,Changan,CS35 Plus,New CS35 Plus Elite AT,20.6,$14.990.000*,14990000,18890000,2800000,1100000,,,,https://www.dercocenter.cl/auto/changan/cs35-plus
Changan,uni-t,Changan,UNI-T,Elite,24.0,$19.990.000*,19990000,26290000,4800000,1500000,,,,https://www.dercocenter.cl/auto/changan/uni-t
Changan,cs55-plus,Changan,CS55 Plus,CS55 Plus Luxury,18.2,$15.690.000*,15690000,19190000,2600000,900000,,,,https://www.dercocenter.cl/auto/changan/cs55-plus
Changan,cs55-plus,Changan,CS55 Plus,CS55 Plus Elite,21.2,$17.490.000*,17490000,22190000,3800000,900000,,,,https://www.dercocenter.cl/auto/changan/cs55-plus
Changan,x7-plus,Changan,X7 Plus,Luxury MT,23.9,$13.690.000*,13690000,17990000,3200000,1100000,,,,https://www.dercocenter.cl/auto/changan/x7-plus
Changan,x7-plus,Changan,X7 Plus,Elite MT,18.9,$14.990.000*,14990000,18490000,2400000,1100000,,,,https://www.dercocenter.cl/auto/changan/x7-plus
Changan,x7-plus,Changan,X7 Plus,Luxury AT,17.4,$15.690.000*,15690000,18990000,2300000,1000000,,,,https://www.dercocenter.cl/auto/changan/x7-plus
Changan,x7-plus,Changan,X7 Plus,Elite AT,17.5,$16.490.000*,16490000,19990000,2300000,1200000,,,,https://www.dercocenter.cl/auto/changan/x7-plus
Changan,uni-k,Changan,UNI-K,Luxury AT,14.8,$22.990.000*,22990000,26990000,2200000,1800000,,,,https://www.dercocenter.cl/auto/changan/uni-k
Changan,uni-k,Changan,UNI-K,Elite AT,10.0,$26.990.000*,26990000,29990000,1000000,2000000,,,,https://www.dercocenter.cl/auto/changan/uni-k
Changan,star-truck-plus,Changan,Star Truck Plus,MS301 Plus Pick-up doble cabina,31.8,$10.583.860*,10583860,15522360,4224500,714000,,,,https://www.dercocenter.cl/auto/changan/star-truck-plus
Changan,star-truck-plus,Changan,Star Truck Plus,MD301 Plus Cargo Box,19.5,$11.543.000*,11543000,14339500,2082500,714000,,,,https://www.dercocenter.cl/auto/changan/star-truck-plus
Changan,new-cs55-plus-idd,Changan,New CS55 Plus iDD,New CS55 Plus iDD Luxury,18.8,$19.490.000*,19490000,23990000,3300000,1200000,"76,9 km/L",,,https://www.dercocenter.cl/auto/changan/new-cs55-plus-idd
Changan,new-cs55-plus-idd,Changan,New CS55 Plus iDD,New CS55 Plus iDD Elite,14.6,$22.190.000*,22190000,25990000,2300000,1500000,"76,9 km/L",,,https://www.dercocenter.cl/auto/changan/new-cs55-plus-idd
Changan,hunter-e-reev,Changan,Hunter E REEV,REEV Luxury,9.1,$29.990.000*,29990000,32990000,1500000,1500000,,,,https://www.dercocenter.cl/auto/changan/hunter-e-reev
Changan,hunter-e-reev,Changan,Hunter E REEV,REEV Elite,8.1,$33.990.000*,33990000,36990000,1000000,2000000,,,,https://www.dercocenter.cl/auto/changan/hunter-e-reev
Changan,new-cs15-plus,Changan,New CS15 Plus,Comfort MT,11.5,$9.990.000*,9990000,11290000,600000,700000,,,,https://www.dercocenter.cl/auto/changan/new-cs15-plus
Changan,new-cs15-plus,Changan,New CS15 Plus,Luxury MT,16.9,$10.290.000*,10290000,12390000,1400000,700000,,,,https://www.dercocenter.cl/auto/changan/new-cs15-plus
Changan,new-cs15-plus,Changan,New CS15 Plus,Elite MT,15.5,$10.890.000*,10890000,12890000,1200000,800000,,,,https://www.dercocenter.cl/auto/changan/new-cs15-plus
Changan,new-cs15-plus,Changan,New CS15 Plus,Elite AT,16.4,$11.990.000*,11990000,14340000,1550000,800000,,,,https://www.dercocenter.cl/auto/changan/new-cs15-plus
Changan,eado-plus-idd,Changan,Eado Plus iDD,Luxury,17.4,$18.990.000*,18990000,22990000,2500000,1500000,,,,https://www.dercocenter.cl/auto/changan/eado-plus-idd
Changan,eado-plus-idd,Changan,Eado Plus iDD,Elite,12.0,$21.990.000*,21990000,24990000,1300000,1700000,,,,https://www.dercocenter.cl/auto/changan/eado-plus-idd
JAC,sunray-pasajeros,JAC,Sunray Pasajeros,16+1 Green Jet,10.7,$32.713.100*,32713100,36632100,3119000,800000,,,,https://www.dercocenter.cl/auto/jac/sunray-pasajeros
JAC,refine-pasajeros-euro-6,JAC,Refine Pasajeros Euro 6,8+1 Executive,17.4,$27.120.100*,27120100,32832100,5236000,476000,,,,https://www.dercocenter.cl/auto/jac/refine-pasajeros-euro-6
JAC,refine-pasajeros-euro-6,JAC,Refine Pasajeros Euro 6,10+1 Executive,15.4,$28.072.100*,28072100,33189100,4641000,476000,,,,https://www.dercocenter.cl/auto/jac/refine-pasajeros-euro-6
JAC,js2,JAC,JS2,Comfort Smart,19.7,$8.990.000*,8990000,11190000,1400000,800000,,,,https://www.dercocenter.cl/auto/jac/js2
JAC,js2,JAC,JS2,Luxury,20.9,$10.390.000*,10390000,13140000,1950000,800000,,,,https://www.dercocenter.cl/auto/jac/js2
JAC,js2,JAC,JS2,CVT Luxury,16.2,$12.390.000*,12390000,14790000,1600000,800000,,,,https://www.dercocenter.cl/auto/jac/js2
JAC,js8,JAC,JS8,Comfort CE 6MT,14.9,$15.990.000*,15990000,18790000,2000000,800000,,,,https://www.dercocenter.cl/auto/jac/js8
JAC,js8,JAC,JS8,Advance XE DCT,26.4,$17.590.000*,17590000,23890000,5500000,800000,,,,https://www.dercocenter.cl/auto/jac/js8
JAC,js6,JAC,JS6,Advance XE DCT,30.6,$16.990.000*,16990000,24490000,6700000,800000,,,,https://www.dercocenter.cl/auto/jac/js6
JAC,e-js1,JAC,e-JS1,e-JS1 Luxury,31.3,$10.990.000*,10990000,15990000,4000000,1000000,,,,https://www.dercocenter.cl/auto/jac/e-js1
JAC,e-js4,JAC,e-JS4,e-JS4 Luxury,25.9,$21.490.000*,21490000,28990000,6000000,1500000,,,,https://www.dercocenter.cl/auto/jac/e-js4
JAC,refine-cargo-ev,JAC,Refine Cargo EV,Refine Cargo M3 EV,11.4,$35.890.000*,35890000,40490000,4000000,600000,,,,https://www.dercocenter.cl/auto/jac/refine-cargo-ev
Deepal,s07,Deepal,S07,S07 REEV,6.3,$29.990.000*,29990000,31990000,500000,1500000,,,,https://www.dercocenter.cl/auto/deepal/s07
Deepal,s07,Deepal,S07,S07 BEV,5.3,$35.990.000*,35990000,37990000,500000,1500000,,,,https://www.dercocenter.cl/auto/deepal/s07
Deepal,s05,Deepal,S05,REEV,13.3,$25.990.000*,25990000,29990000,2600000,1400000,,,,https://www.dercocenter.cl/auto/deepal/s05
